3.272203377808957612e+03,6.900000000000000000e+01,2.199999999999999872e-02,1.199999999999999956e-01,5.999999999999999778e-02,2.100000000000000193e-09,9.499999999999999556e-01
3.272203377808957612e+03,6.900000000000000000e+01,2.199999999999999872e-02,1.199999999999999956e-01,5.999999999999999778e-02,2.100000000000000193e-09,9.499999999999999556e-01
3.272203377808957612e+03,6.900000000000000000e+01,2.199999999999999872e-02,1.199999999999999956e-01,5.999999999999999778e-02,2.100000000000000193e-09,9.499999999999999556e-01
3.178259242835136774e+03,6.756710436626556771e+01,2.184770978880043110e-02,1.230722873686126012e-01,8.279762568585521954e-02,2.217430055575066095e-09,9.442642380528496471e-01
3.144751016517479002e+03,6.681372146209157847e+01,2.163894768825068773e-02,1.245114777617274127e-01,8.921861911859287064e-02,2.252679730044146172e-09,9.438286164840415937e-01
3.119888199425239691e+03,6.844056458063090531e+01,2.146823928041116311e-02,1.200076235974542188e-01,1.016272769805545151e-01,2.280313723454906755e-09,9.593475559849624634e-01
3.030118361668363832e+03,6.707109075989532698e+01,2.131999913914037204e-02,1.214402274039601964e-01,8.662880602691937215e-02,2.222449926743509674e-09,9.500894293348993713e-01
3.030118361668363832e+03,6.707109075989532698e+01,2.131999913914037204e-02,1.214402274039601964e-01,8.662880602691937215e-02,2.222449926743509674e-09,9.500894293348993713e-01
3.030118361668363832e+03,6.707109075989532698e+01,2.131999913914037204e-02,1.214402274039601964e-01,8.662880602691937215e-02,2.222449926743509674e-09,9.500894293348993713e-01
3.019587507721159000e+03,6.794601615706103814e+01,2.139832708566683644e-02,1.197783275233367944e-01,1.185207551744258125e-01,2.362739453085996503e-09,9.544238068567109101e-01
3.019587507721159000e+03,6.794601615706103814e+01,2.139832708566683644e-02,1.197783275233367944e-01,1.185207551744258125e-01,2.362739453085996503e-09,9.544238068567109101e-01
3.019587507721159000e+03,6.794601615706103814e+01,2.139832708566683644e-02,1.197783275233367944e-01,1.185207551744258125e-01,2.362739453085996503e-09,9.544238068567109101e-01
3.019587507721159000e+03,6.794601615706103814e+01,2.139832708566683644e-02,1.197783275233367944e-01,1.185207551744258125e-01,2.362739453085996503e-09,9.544238068567109101e-01
3.019587507721159000e+03,6.794601615706103814e+01,2.139832708566683644e-02,1.197783275233367944e-01,1.185207551744258125e-01,2.362739453085996503e-09,9.544238068567109101e-01
3.019587507721159000e+03,6.794601615706103814e+01,2.139832708566683644e-02,1.197783275233367944e-01,1.185207551744258125e-01,2.362739453085996503e-09,9.544238068567109101e-01
3.019587507721159000e+03,6.794601615706103814e+01,2.139832708566683644e-02,1.197783275233367944e-01,1.185207551744258125e-01,2.362739453085996503e-09,9.544238068567109101e-01
2.960748108579917243e+03,6.982613097676764369e+01,2.164145496626959306e-02,1.152039320732648336e-01,8.563044896585686461e-02,2.188277986540223778e-09,9.650624340136284562e-01
2.960748108579917243e+03,6.982613097676764369e+01,2.164145496626959306e-02,1.152039320732648336e-01,8.563044896585686461e-02,2.188277986540223778e-09,9.650624340136284562e-01
2.960748108579917243e+03,6.982613097676764369e+01,2.164145496626959306e-02,1.152039320732648336e-01,8.563044896585686461e-02,2.188277986540223778e-09,9.650624340136284562e-01
2.960748108579917243e+03,6.982613097676764369e+01,2.164145496626959306e-02,1.152039320732648336e-01,8.563044896585686461e-02,2.188277986540223778e-09,9.650624340136284562e-01
2.941823901888778892e+03,6.965178608795653759e+01,2.179384274384628048e-02,1.170029341435366854e-01,8.932558809534352218e-02,2.218395292963670281e-09,9.653328213888379139e-01
2.890098019252901395e+03,7.403696017252391925e+01,2.257266052165500178e-02,1.079243113863085496e-01,1.085986688835441361e-01,2.260306732996803535e-09,9.845125657573423616e-01
2.856431394000999717e+03,7.425399472022932912e+01,2.270714420062207653e-02,1.075497193242620914e-01,1.212195888019131640e-01,2.320502493236953497e-09,9.840380656794207592e-01
2.856431394000999717e+03,7.425399472022932912e+01,2.270714420062207653e-02,1.075497193242620914e-01,1.212195888019131640e-01,2.320502493236953497e-09,9.840380656794207592e-01
2.856431394000999717e+03,7.425399472022932912e+01,2.270714420062207653e-02,1.075497193242620914e-01,1.212195888019131640e-01,2.320502493236953497e-09,9.840380656794207592e-01
2.856431394000999717e+03,7.425399472022932912e+01,2.270714420062207653e-02,1.075497193242620914e-01,1.212195888019131640e-01,2.320502493236953497e-09,9.840380656794207592e-01
2.840304957214638307e+03,7.538619246099747784e+01,2.294675921952236616e-02,1.051127747784271760e-01,1.405484721905052858e-01,2.387817771198400167e-09,9.944114415628727555e-01
2.812823274936801681e+03,7.488880469783681804e+01,2.275050854831810188e-02,1.059978733762949182e-01,1.184598006045295554e-01,2.289355629249864866e-09,9.964634267793338607e-01
2.799915832912413862e+03,7.498052170358924684e+01,2.246248949660873892e-02,1.047538290955630502e-01,1.308558125030692409e-01,2.340890368805230211e-09,9.973265650031037932e-01
2.799915832912413862e+03,7.498052170358924684e+01,2.246248949660873892e-02,1.047538290955630502e-01,1.308558125030692409e-01,2.340890368805230211e-09,9.973265650031037932e-01
2.799915832912413862e+03,7.498052170358924684e+01,2.246248949660873892e-02,1.047538290955630502e-01,1.308558125030692409e-01,2.340890368805230211e-09,9.973265650031037932e-01
2.799915832912413862e+03,7.498052170358924684e+01,2.246248949660873892e-02,1.047538290955630502e-01,1.308558125030692409e-01,2.340890368805230211e-09,9.973265650031037932e-01
2.799915832912413862e+03,7.498052170358924684e+01,2.246248949660873892e-02,1.047538290955630502e-01,1.308558125030692409e-01,2.340890368805230211e-09,9.973265650031037932e-01
2.780169560489155629e+03,7.719970313562795639e+01,2.281830554695656044e-02,9.883810865905175158e-02,1.570395436418187129e-01,2.423496783322597457e-09,1.008544884176636014e+00
2.777201018702716283e+03,7.715914722707928775e+01,2.297276608300355058e-02,9.962187763944520269e-02,1.426076073063976823e-01,2.367165261343021800e-09,1.003942742914113451e+00
